housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
37.0,1576.0,334.0,1385.0,323.0,2.5294,15.94
16.0,2095.0,450.0,963.0,411.0,5.5,22.41
49.0,1789.0,288.0,848.0,311.0,6.0199,50.0
52.0,296.0,63.0,143.0,56.0,3.625,6.86
16.0,2573.0,427.0,1273.0,426.0,5.9508,18.11
42.0,2203.0,467.0,1470.0,488.0,2.8385,19.22
35.0,2345.0,607.0,2042.0,565.0,2.5955,13.97
19.0,2888.0,591.0,984.0,499.0,1.9766,9.26
19.0,3090.0,552.0,1621.0,520.0,4.0806,18.92
16.0,1434.0,372.0,804.0,361.0,3.7045,17.81
17.0,3218.0,923.0,1701.0,824.0,3.6946,26.55
13.0,2522.0,719.0,1381.0,628.0,1.6667,7.88
30.0,3033.0,540.0,1440.0,507.0,6.2182,38.08
52.0,1788.0,449.0,1156.0,418.0,1.7298,5.84
29.0,1579.0,351.0,1056.0,322.0,2.3056,9.85
23.0,4604.0,1319.0,2391.0,1227.0,3.1373,26.31
40.0,2277.0,508.0,1718.0,434.0,3.0089,18.52
19.0,2653.0,680.0,1419.0,579.0,2.3787,9.13
2.0,6403.0,1116.0,3327.0,957.0,4.4871,13.79
26.0,4310.0,678.0,1819.0,686.0,7.0469,36.55
29.0,227.0,45.0,112.0,41.0,6.4469,27.14
36.0,831.0,122.0,272.0,109.0,6.3427,30.48
32.0,1507.0,295.0,1326.0,324.0,4.119,16.33
21.0,6575.0,1105.0,3358.0,1098.0,4.0739,11.54
41.0,1260.0,299.0,1535.0,322.0,3.0134,12.81
8.0,6042.0,979.0,3031.0,991.0,3.3438,12.44
31.0,1072.0,279.0,781.0,281.0,1.6563,6.58
34.0,1374.0,240.0,906.0,248.0,5.3292,15.55
42.0,963.0,216.0,471.0,211.0,2.2898,6.61
39.0,2889.0,517.0,1351.0,489.0,4.3056,25.13
13.0,3921.0,754.0,1902.0,665.0,3.3616,8.96
16.0,8676.0,1633.0,5130.0,1574.0,4.8096,26.2
22.0,2295.0,508.0,1654.0,478.0,1.6840000000000002,6.59
43.0,1465.0,278.0,727.0,290.0,4.0781,28.94
36.0,2632.0,450.0,2038.0,419.0,6.5319,34.58
32.0,1700.0,340.0,864.0,317.0,4.381,23.87
34.0,2494.0,375.0,1399.0,382.0,7.3753,38.81
31.0,3073.0,617.0,2640.0,594.0,3.5,16.13
28.0,271.0,61.0,246.0,62.0,1.7062,16.46
11.0,1177.0,138.0,415.0,119.0,10.0472,50.0001
9.0,2107.0,411.0,1138.0,389.0,4.4042,15.91
37.0,2343.0,574.0,1608.0,523.0,2.1494,13.25
33.0,2064.0,324.0,1384.0,315.0,4.5263,16.9
25.0,3445.0,801.0,2400.0,750.0,3.4702,16.19
18.0,4289.0,1021.0,2707.0,939.0,1.3375,5.96
35.0,2793.0,686.0,2255.0,682.0,3.0057,23.53
40.0,930.0,199.0,564.0,184.0,1.3281,11.33
28.0,3264.0,576.0,1512.0,567.0,3.7546,13.53
42.0,763.0,191.0,754.0,174.0,2.0486,10.18
19.0,2485.0,437.0,1286.0,431.0,4.7466,25.83
25.0,3412.0,455.0,1238.0,406.0,8.3646,39.73
20.0,2270.0,498.0,1070.0,521.0,4.4615,38.48
35.0,3779.0,711.0,2493.0,679.0,2.9781,10.9
9.0,4877.0,1488.0,4486.0,1458.0,2.4421,22.21
9.0,2524.0,352.0,1139.0,362.0,6.2516,15.93
34.0,2084.0,339.0,868.0,347.0,4.381,8.63
36.0,2406.0,436.0,1189.0,403.0,4.7917,27.61
45.0,629.0,143.0,568.0,139.0,1.7321,8.44
29.0,3907.0,773.0,2037.0,727.0,4.1023,23.02
22.0,5507.0,841.0,2785.0,848.0,6.0889,24.52
6.0,16222.0,2309.0,6700.0,2080.0,6.4963,30.81
36.0,975.0,243.0,809.0,233.0,2.8929,11.81
38.0,1246.0,221.0,637.0,222.0,3.6625,18.46
29.0,3692.0,969.0,2683.0,881.0,3.1726,19.87
14.0,4412.0,952.0,1656.0,874.0,4.3292,20.65
40.0,1351.0,330.0,701.0,297.0,3.32,29.29
15.0,3148.0,1116.0,3556.0,1037.0,3.0466,15.96
47.0,1055.0,298.0,1303.0,302.0,2.6964,13.88
24.0,1248.0,226.0,641.0,200.0,2.4722,12.92
36.0,2223.0,370.0,1039.0,370.0,5.7942,25.7
17.0,3915.0,742.0,1768.0,688.0,2.375,7.98
37.0,2469.0,519.0,1137.0,474.0,3.6343,14.65
39.0,493.0,168.0,259.0,138.0,2.3667,1.75
31.0,1146.0,289.0,1163.0,258.0,2.2083,18.56
23.0,3335.0,570.0,1560.0,555.0,5.7268,30.03
17.0,1076.0,283.0,171.0,64.0,2.125,8.39
13.0,3604.0,704.0,1598.0,670.0,2.4141,7.87
43.0,793.0,235.0,736.0,231.0,0.8527,9.04
27.0,2258.0,427.0,1076.0,423.0,2.9937,8.11
15.0,2246.0,456.0,1190.0,403.0,2.0294,7.04
17.0,1558.0,479.0,803.0,431.0,2.6934,16.02
23.0,1985.0,424.0,1198.0,389.0,2.7734,11.68
28.0,1433.0,270.0,1001.0,278.0,4.0125,13.01
43.0,3046.0,557.0,1333.0,544.0,3.4583,18.37
36.0,2600.0,441.0,1246.0,426.0,4.1111,21.56
27.0,4213.0,750.0,2142.0,746.0,3.7031,17.33
31.0,2191.0,459.0,1564.0,450.0,2.6776,12.2
40.0,1361.0,240.0,559.0,229.0,6.3516,35.43
5.0,1615.0,387.0,1094.0,394.0,2.2024,13.72
44.0,1818.0,412.0,1680.0,418.0,1.7083,4.83
42.0,2316.0,515.0,1597.0,522.0,1.8205,6.04
51.0,2564.0,457.0,810.0,442.0,5.6235,50.0001
36.0,3191.0,430.0,1234.0,440.0,9.0704,50.0001
36.0,1449.0,235.0,621.0,210.0,6.1824,27.41
23.0,2441.0,463.0,1392.0,434.0,3.7917,14.22
19.0,4022.0,975.0,2334.0,954.0,3.0305,14.06
38.0,2564.0,546.0,1301.0,481.0,2.0076,11.4
46.0,1889.0,651.0,1545.0,587.0,1.7064,17.5
25.0,2324.0,326.0,1087.0,328.0,5.292999999999999,20.7
31.0,1829.0,458.0,719.0,392.0,4.4,35.38
44.0,1395.0,269.0,736.0,288.0,5.6206,38.64
28.0,1508.0,263.0,996.0,267.0,3.8026,27.0
36.0,1280.0,240.0,704.0,217.0,5.9632,32.81
32.0,3885.0,759.0,2504.0,736.0,3.6453,20.17
28.0,2488.0,714.0,2891.0,676.0,2.3169,6.89
21.0,2370.0,540.0,1488.0,554.0,2.7361,8.33
17.0,3201.0,527.0,1244.0,495.0,4.7143,20.29
52.0,2677.0,642.0,1144.0,624.0,4.3889,37.8
31.0,4345.0,1158.0,1987.0,1070.0,2.8233,31.0
19.0,1765.0,394.0,868.0,388.0,2.4619999999999997,26.03
27.0,3900.0,776.0,1549.0,761.0,2.7788,11.57
16.0,2238.0,307.0,1002.0,303.0,6.6143,26.41
26.0,5661.0,791.0,2493.0,780.0,7.9814,40.99
18.0,553.0,100.0,215.0,82.0,5.5,19.38
17.0,2737.0,654.0,910.0,492.0,3.5729,37.08
45.0,2245.0,448.0,1155.0,421.0,1.6509,4.62
16.0,1994.0,489.0,1173.0,472.0,4.1875,26.64
36.0,1380.0,269.0,598.0,262.0,3.1667,12.29
26.0,1626.0,375.0,1580.0,359.0,2.1471,18.75
4.0,14934.0,2479.0,6945.0,2418.0,5.1221,22.97
49.0,3273.0,579.0,1431.0,539.0,4.275,22.76
33.0,1430.0,344.0,1165.0,328.0,3.0357,20.6
50.0,985.0,309.0,621.0,250.0,1.3125,6.09
49.0,2290.0,482.0,1201.0,479.0,3.5,11.33
28.0,1563.0,403.0,1564.0,408.0,1.5662,4.8
32.0,1646.0,242.0,697.0,233.0,6.6689,43.3
24.0,2580.0,604.0,982.0,569.0,1.6402,16.93
7.0,4956.0,941.0,3006.0,915.0,3.4426,13.9
43.0,2998.0,470.0,970.0,430.0,5.5385,43.18
36.0,1949.0,319.0,909.0,325.0,5.1587,29.66
22.0,3430.0,1214.0,3618.0,1092.0,2.1974,9.38
5.0,2589.0,351.0,1109.0,360.0,6.8089,33.41
52.0,55.0,18.0,65.0,22.0,1.6591,11.25
7.0,20377.0,4335.0,11973.0,3933.0,3.3086,13.81
31.0,2064.0,612.0,2461.0,573.0,2.0524,16.08
9.0,1282.0,334.0,1176.0,305.0,2.6538,20.63
48.0,1274.0,313.0,971.0,291.0,3.7738,22.06
11.0,5460.0,859.0,2645.0,838.0,4.835,23.06
52.0,1311.0,310.0,707.0,290.0,3.4812,43.28
40.0,2323.0,661.0,1847.0,614.0,1.8316,11.35
44.0,1870.0,389.0,1345.0,391.0,1.8932,13.61
17.0,2079.0,459.0,2022.0,462.0,1.5464,5.41
47.0,1865.0,465.0,1916.0,438.0,1.8242,9.5
26.0,1435.0,234.0,544.0,232.0,2.6705,13.67
49.0,2334.0,530.0,1334.0,447.0,1.89,12.4
36.0,1846.0,358.0,748.0,329.0,4.2283,32.68
27.0,1226.0,240.0,706.0,211.0,2.77,6.84
18.0,2774.0,492.0,1283.0,353.0,5.367999999999999,35.2
17.0,2029.0,404.0,1190.0,437.0,2.9554,11.5
35.0,1774.0,205.0,588.0,207.0,10.7339,50.0001
25.0,1354.0,192.0,596.0,220.0,6.629,35.24
25.0,3004.0,393.0,1145.0,376.0,7.2655,49.4
30.0,1669.0,314.0,837.0,325.0,3.3869,8.04
19.0,2020.0,416.0,1341.0,360.0,1.7,6.9
52.0,1923.0,393.0,910.0,345.0,3.45,20.06
32.0,2468.0,552.0,1190.0,479.0,3.8275,23.85
24.0,4496.0,877.0,1928.0,855.0,4.6808,24.55
21.0,2387.0,357.0,913.0,341.0,7.736000000000001,39.77
7.0,13703.0,2352.0,4446.0,1856.0,6.4335,26.06
37.0,1705.0,325.0,827.0,326.0,2.6288,7.12
26.0,162.0,27.0,86.0,25.0,2.375,13.75
52.0,2453.0,508.0,1056.0,453.0,3.6859,31.18
15.0,255.0,63.0,138.0,74.0,4.6591,17.5
28.0,1103.0,164.0,415.0,154.0,7.8633,50.0001
30.0,2370.0,412.0,1248.0,410.0,3.1442,7.23
43.0,1638.0,434.0,1213.0,390.0,1.3403,11.08
29.0,2671.0,437.0,1484.0,445.0,4.9844,20.3
12.0,1869.0,356.0,1007.0,323.0,3.125,11.72
11.0,3163.0,794.0,2106.0,762.0,2.4482,10.3
14.0,1508.0,347.0,1679.0,345.0,2.4786,5.6
19.0,2629.0,494.0,1444.0,503.0,3.5462,15.68
40.0,1625.0,500.0,2036.0,476.0,2.6298,15.65
32.0,3554.0,762.0,1623.0,750.0,3.6141,29.06
20.0,3968.0,931.0,2629.0,903.0,2.9915,16.67
13.0,5341.0,773.0,2288.0,724.0,6.6772,18.56
36.0,3446.0,950.0,2460.0,847.0,1.6521,6.97
23.0,1983.0,611.0,2048.0,600.0,1.5313,9.14
52.0,3424.0,690.0,2273.0,685.0,3.9048,16.47
8.0,892.0,185.0,427.0,164.0,2.6833,11.88
37.0,1593.0,303.0,1030.0,287.0,3.9306,26.07
21.0,1401.0,331.0,651.0,299.0,2.225,6.47
33.0,879.0,181.0,547.0,169.0,5.3146,16.86
11.0,2385.0,661.0,682.0,242.0,2.9141,21.43
3.0,9169.0,1512.0,3838.0,1270.0,4.3111,14.25
30.0,3380.0,722.0,2269.0,652.0,4.525,18.6
34.0,2473.0,383.0,967.0,353.0,5.8283,36.24
35.0,1434.0,253.0,753.0,228.0,2.3812,13.51
37.0,452.0,109.0,184.0,59.0,3.7292,6.58
19.0,5163.0,1229.0,2680.0,1141.0,2.2482,11.45
34.0,2316.0,478.0,1524.0,467.0,3.7364,19.04
46.0,2054.0,502.0,1170.0,494.0,2.1786,20.63
42.0,2461.0,379.0,1179.0,360.0,7.0315,43.73
10.0,2829.0,394.0,1510.0,386.0,6.68,35.95
23.0,3056.0,556.0,1508.0,555.0,4.7273,23.42
52.0,2026.0,482.0,709.0,456.0,3.2727,26.85
19.0,2109.0,427.0,1742.0,426.0,2.4097,6.6
52.0,409.0,97.0,208.0,98.0,1.6971,13.88
51.0,1477.0,280.0,750.0,295.0,5.3925,31.79
37.0,821.0,150.0,404.0,135.0,3.0125,13.04
41.0,1594.0,367.0,1074.0,355.0,1.9356,9.06
35.0,2819.0,529.0,1508.0,485.0,4.6118,19.17
18.0,5501.0,1051.0,2964.0,1009.0,4.1855,16.21
35.0,2469.0,553.0,1168.0,427.0,2.4583,6.21
23.0,3297.0,728.0,1793.0,622.0,2.5754,16.97
39.0,1210.0,310.0,1294.0,303.0,2.3636,8.83
28.0,1841.0,809.0,3199.0,727.0,1.6319,15.16
45.0,1707.0,519.0,1446.0,466.0,2.1736,17.13
18.0,2704.0,698.0,1611.0,597.0,2.0243,8.23
42.0,2608.0,610.0,2062.0,616.0,3.5341,16.75
23.0,1995.0,306.0,707.0,293.0,8.6677,33.27
32.0,1132.0,266.0,1211.0,279.0,2.1838,9.83
42.0,4091.0,757.0,1861.0,771.0,4.207,27.27
18.0,874.0,203.0,572.0,190.0,1.6833,7.1
5.0,3096.0,545.0,1760.0,519.0,4.5701,14.64
16.0,2391.0,369.0,1419.0,373.0,5.8721,26.78
11.0,3628.0,469.0,1488.0,463.0,7.0844,32.5
9.0,4838.0,759.0,2090.0,695.0,6.6536,30.78
41.0,1396.0,360.0,1069.0,363.0,2.4375,20.33
29.0,1982.0,503.0,1426.0,502.0,3.0263,19.42
19.0,3574.0,669.0,1373.0,643.0,3.6298,24.21
45.0,1361.0,252.0,581.0,263.0,5.8143,34.07
9.0,1142.0,314.0,620.0,283.0,2.0446,8.13
52.0,1777.0,486.0,932.0,427.0,3.3643,42.0
22.0,1230.0,200.0,673.0,195.0,6.2708,25.14
41.0,1046.0,216.0,727.0,201.0,1.6667,11.69
21.0,1189.0,281.0,577.0,264.0,3.3155,23.75
26.0,2041.0,293.0,936.0,375.0,6.0,14.02
11.0,3478.0,588.0,1693.0,582.0,4.6554,27.23
29.0,3675.0,613.0,1457.0,591.0,6.0553,36.94
27.0,2082.0,612.0,2009.0,548.0,2.9063,18.41
46.0,1613.0,396.0,966.0,416.0,2.9392,23.03
22.0,3970.0,871.0,1588.0,791.0,4.8618,50.0001
39.0,1836.0,352.0,883.0,337.0,1.745,7.05
23.0,5554.0,995.0,2408.0,936.0,5.3886,33.19
27.0,1596.0,297.0,1703.0,289.0,4.1,18.49
50.0,696.0,311.0,382.0,234.0,2.775,22.5
52.0,1925.0,568.0,867.0,515.0,2.8789999999999996,45.0
34.0,2873.0,718.0,2758.0,699.0,2.5985,16.86
16.0,2088.0,535.0,816.0,326.0,1.319,7.07
25.0,2994.0,519.0,903.0,410.0,6.6852,50.0001
4.0,42.0,10.0,9.0,3.0,0.536,4.25
20.0,7384.0,845.0,2795.0,872.0,9.6047,50.0001
31.0,3958.0,727.0,1924.0,728.0,5.4605,19.02
36.0,2316.0,543.0,1938.0,507.0,1.25,9.74
52.0,2003.0,250.0,658.0,244.0,10.0825,39.7
10.0,2296.0,450.0,818.0,405.0,4.3424,16.06
50.0,1389.0,364.0,976.0,302.0,1.5882,32.73
13.0,3641.0,897.0,1737.0,788.0,2.1418,13.06
36.0,2607.0,551.0,1165.0,523.0,5.1524,37.31
30.0,1790.0,556.0,1827.0,520.0,1.7562,18.13
12.0,5535.0,1434.0,3112.0,1262.0,2.5949,10.83
28.0,1562.0,648.0,1974.0,597.0,1.9766,11.25
31.0,2057.0,601.0,2397.0,579.0,2.8710000000000004,18.44
28.0,6175.0,1449.0,5041.0,1408.0,2.8821,15.81
16.0,808.0,137.0,371.0,145.0,6.0767,21.64
42.0,5266.0,1167.0,3124.0,1025.0,2.7375,12.0
18.0,1046.0,204.0,486.0,179.0,4.119,11.09
37.0,1434.0,394.0,1667.0,404.0,2.4375,17.63
24.0,421.0,101.0,396.0,113.0,0.6433,11.13
42.0,625.0,143.0,533.0,159.0,2.625,6.54
22.0,1105.0,241.0,971.0,249.0,3.1667,11.39
27.0,2596.0,435.0,1100.0,409.0,2.3243,8.55
35.0,2746.0,478.0,1779.0,501.0,4.25,16.67
4.0,6360.0,1584.0,3359.0,1396.0,3.5186,12.78
9.0,2356.0,469.0,1556.0,386.0,3.775,15.5
18.0,3998.0,744.0,2071.0,660.0,4.3836,10.2
15.0,4058.0,511.0,1580.0,473.0,7.5,31.64
17.0,1321.0,425.0,683.0,408.0,4.7045,50.0001
32.0,4251.0,848.0,2494.0,798.0,2.8173,11.08
36.0,988.0,337.0,1508.0,351.0,2.4375,15.48
37.0,3457.0,544.0,1344.0,530.0,5.8891,22.6
35.0,3462.0,814.0,1902.0,700.0,3.4019999999999997,27.99
11.0,3664.0,647.0,1686.0,613.0,2.9338,14.16
36.0,2587.0,416.0,1055.0,410.0,6.1995,40.72
25.0,1137.0,170.0,524.0,164.0,7.5744,25.93
4.0,8207.0,1373.0,3887.0,1304.0,4.8686,19.53
52.0,1844.0,392.0,667.0,353.0,3.0033,10.35
21.0,3052.0,624.0,1588.0,568.0,4.3397,26.81
47.0,2149.0,456.0,965.0,419.0,1.7829,5.59
26.0,178.0,40.0,55.0,25.0,2.0375,5.75
24.0,4787.0,562.0,1653.0,548.0,12.9758,50.0001
11.0,2137.0,339.0,916.0,338.0,5.5221,39.49
25.0,1908.0,628.0,1412.0,588.0,2.2267,18.98
23.0,588.0,157.0,716.0,173.0,1.2056,8.75
26.0,2145.0,369.0,1285.0,377.0,4.9464,22.38
45.0,2142.0,431.0,1318.0,431.0,3.0737,11.16
52.0,254.0,72.0,153.0,29.0,3.8625,35.0
42.0,2242.0,521.0,1359.0,483.0,1.5833,6.51
32.0,2436.0,504.0,2839.0,516.0,4.5607,18.21
18.0,5605.0,1303.0,4028.0,1145.0,2.9386,11.64
17.0,1082.0,291.0,598.0,281.0,3.9868,28.19
28.0,4194.0,811.0,2556.0,856.0,4.2227,23.54
27.0,2019.0,354.0,1029.0,346.0,3.5391,14.47
28.0,856.0,189.0,435.0,162.0,0.8012,8.18
21.0,1885.0,398.0,1539.0,388.0,2.5208,5.85
29.0,1986.0,474.0,337.0,100.0,4.0278,9.58
17.0,3939.0,550.0,1694.0,553.0,6.7927,23.47
17.0,3778.0,939.0,2393.0,862.0,1.8972,10.05
11.0,3331.0,410.0,1460.0,416.0,8.0287,37.18
34.0,2141.0,425.0,1559.0,429.0,4.2036,22.01
21.0,1209.0,309.0,801.0,259.0,4.5625,50.0
46.0,1231.0,231.0,793.0,256.0,4.1023,22.68
10.0,81.0,41.0,55.0,16.0,4.9583,8.75
25.0,1205.0,260.0,608.0,272.0,2.4519,20.83
39.0,759.0,141.0,252.0,106.0,3.6964,26.25
21.0,7099.0,1106.0,2401.0,1138.0,8.3014,35.85
38.0,1316.0,263.0,671.0,278.0,3.2969,22.0
39.0,1912.0,418.0,970.0,406.0,4.7813,27.55
33.0,2664.0,432.0,1197.0,429.0,5.069,26.42
19.0,2531.0,461.0,1206.0,429.0,4.4958,19.26
27.0,1469.0,216.0,578.0,219.0,5.9346,25.36
18.0,5152.0,1365.0,2286.0,1243.0,5.1677,38.08
37.0,997.0,262.0,531.0,282.0,4.7773,40.0
24.0,5377.0,1005.0,2010.0,982.0,3.4542,12.12
6.0,2605.0,474.0,1568.0,433.0,5.0406,26.14
27.0,3143.0,537.0,1760.0,570.0,4.6957,27.15
37.0,1745.0,365.0,1022.0,368.0,4.0536,17.14
35.0,2532.0,407.0,1338.0,422.0,4.7727,21.9
30.0,610.0,145.0,425.0,140.0,1.6198,12.27
52.0,1925.0,597.0,2258.0,594.0,1.6921,16.25
52.0,3505.0,745.0,1374.0,714.0,4.3667,50.0001
25.0,2465.0,585.0,906.0,472.0,3.6538,50.0001
8.0,3468.0,675.0,1604.0,626.0,4.2071,12.83
38.0,1477.0,374.0,1514.0,408.0,2.5703,17.86
47.0,1853.0,345.0,757.0,310.0,3.6875,42.2
23.0,6368.0,1030.0,3281.0,1001.0,6.1142,24.04
7.0,11818.0,1745.0,5499.0,1600.0,5.3678,23.17
36.0,1933.0,341.0,958.0,335.0,4.4732,26.6
16.0,4527.0,887.0,2531.0,825.0,3.7065,12.48
18.0,2129.0,363.0,815.0,347.0,2.7679,11.8
25.0,1799.0,233.0,810.0,265.0,8.289,37.24
52.0,2370.0,473.0,1053.0,434.0,4.1429,38.03
26.0,467.0,93.0,244.0,83.0,4.1346,18.75
41.0,831.0,149.0,443.0,146.0,3.1406,10.0
32.0,2718.0,447.0,1156.0,410.0,5.2497,25.93
27.0,3044.0,565.0,1583.0,514.0,2.7989,12.67
27.0,1782.0,560.0,1785.0,560.0,2.1542,10.63
13.0,3682.0,668.0,1606.0,668.0,2.1875,11.97
14.0,4719.0,734.0,1880.0,731.0,5.3558,31.38
36.0,2959.0,529.0,1125.0,520.0,4.2614,26.88
49.0,1977.0,393.0,741.0,339.0,3.1312,24.76
10.0,366.0,61.0,128.0,61.0,8.163,25.0
19.0,3866.0,775.0,1554.0,703.0,4.3281,22.0
42.0,1625.0,255.0,578.0,243.0,4.0114,16.69
31.0,2536.0,429.0,990.0,424.0,5.4591,49.55
41.0,438.0,201.0,690.0,161.0,2.0476,18.13
25.0,1665.0,374.0,845.0,330.0,1.5603,7.81
17.0,2479.0,390.0,1219.0,363.0,4.6417,12.57
30.0,1602.0,322.0,1130.0,335.0,3.5735,7.11
28.0,2268.0,336.0,752.0,330.0,5.2809,15.15
35.0,1728.0,442.0,1161.0,420.0,3.725,31.0
29.0,1791.0,271.0,661.0,269.0,6.8538,36.89
38.0,684.0,176.0,344.0,155.0,2.0114,13.13
27.0,2215.0,578.0,1544.0,527.0,1.9257,13.53
19.0,1461.0,340.0,515.0,227.0,1.5278,14.58
21.0,1653.0,419.0,737.0,308.0,1.9727,11.41
16.0,2638.0,345.0,1055.0,334.0,8.1163,36.58
23.0,959.0,212.0,425.0,175.0,2.5536,9.61
21.0,1410.0,229.0,590.0,205.0,3.3194,14.14
52.0,329.0,109.0,291.0,102.0,1.4722,35.0
19.0,4431.0,705.0,1764.0,679.0,4.3321,29.86
19.0,3575.0,525.0,1654.0,559.0,5.7409,27.41
36.0,2916.0,785.0,1183.0,749.0,3.5985,50.0001
26.0,8254.0,1153.0,3460.0,1131.0,6.5253,34.99
32.0,2699.0,552.0,2086.0,551.0,2.2974,8.45
5.0,1560.0,369.0,1037.0,372.0,3.6154,18.18
29.0,3511.0,632.0,2591.0,596.0,3.0219,22.17
38.0,1231.0,346.0,1217.0,354.0,1.8661,10.66
52.0,280.0,71.0,217.0,71.0,1.4844,8.33
27.0,1269.0,186.0,464.0,182.0,6.8374,50.0001
17.0,4465.0,859.0,853.0,445.0,3.6875,13.04
18.0,3341.0,611.0,1952.0,602.0,3.9844,21.53
19.0,460.0,241.0,890.0,229.0,1.6089,16.25
23.0,2263.0,497.0,1138.0,455.0,2.3403,8.73
44.0,2026.0,396.0,908.0,383.0,4.1406,27.41
38.0,2067.0,914.0,2717.0,853.0,1.7641,25.0
52.0,1729.0,319.0,890.0,300.0,4.3036,26.18
35.0,411.0,74.0,193.0,59.0,2.5625,14.69
30.0,2979.0,583.0,316.0,124.0,2.1987,12.4
20.0,1851.0,495.0,792.0,363.0,3.8187,13.75
39.0,2522.0,380.0,1113.0,357.0,5.2249,44.52
36.0,613.0,124.0,310.0,124.0,3.0658,6.5
38.0,1912.0,456.0,1131.0,408.0,2.03,5.88
17.0,4576.0,814.0,1941.0,807.0,5.9572,44.38
32.0,4398.0,878.0,1799.0,792.0,4.7375,43.19
15.0,3560.0,593.0,1757.0,574.0,5.1185,18.53
21.0,1616.0,400.0,688.0,384.0,4.2109,27.88
26.0,3165.0,806.0,2447.0,752.0,1.5908,7.86
15.0,1216.0,166.0,572.0,178.0,5.8418,24.03
32.0,1149.0,187.0,499.0,208.0,3.6587,15.46
7.0,914.0,159.0,85.0,34.0,4.7917,18.75
16.0,3920.0,1094.0,2612.0,1023.0,1.3291,12.08
20.0,5032.0,808.0,2695.0,801.0,6.6227,26.48
9.0,1114.0,172.0,529.0,174.0,4.7159,16.37
20.0,812.0,192.0,494.0,172.0,3.25,35.0
34.0,1462.0,394.0,1310.0,351.0,1.1557,9.01
22.0,2442.0,624.0,1301.0,290.0,3.1563,30.0
36.0,2696.0,454.0,1192.0,452.0,3.9615,11.63
43.0,102.0,19.0,44.0,13.0,0.4999,16.25
24.0,1702.0,447.0,1240.0,417.0,2.4091,11.55
44.0,1300.0,252.0,695.0,249.0,5.1669,22.06
7.0,2461.0,647.0,1587.0,551.0,1.4007,22.5
39.0,47.0,16.0,51.0,23.0,3.2188,11.25
25.0,3919.0,764.0,2203.0,783.0,2.2402,8.95
42.0,1237.0,232.0,900.0,241.0,3.8571,18.75
15.0,2376.0,538.0,1197.0,510.0,3.1417,7.46
52.0,2042.0,378.0,1153.0,408.0,4.1856,40.47
41.0,2220.0,367.0,927.0,355.0,5.3184,37.6
17.0,2879.0,542.0,1802.0,530.0,3.6378,12.61
19.0,1719.0,391.0,1369.0,368.0,1.25,5.3
42.0,1691.0,286.0,761.0,281.0,5.1386,40.45
44.0,1625.0,392.0,944.0,347.0,1.5972,6.89
19.0,2283.0,634.0,1184.0,453.0,1.2227,7.68
5.0,761.0,306.0,2031.0,295.0,0.7526,16.25
20.0,3678.0,684.0,1882.0,694.0,4.1607,19.68
40.0,2224.0,354.0,929.0,345.0,8.1064,50.0001
33.0,2886.0,726.0,2650.0,728.0,2.625,17.87
16.0,2114.0,374.0,1463.0,399.0,3.9241,13.15
46.0,2219.0,686.0,1107.0,590.0,2.5523,38.75
35.0,1153.0,192.0,884.0,208.0,5.2384,17.74
27.0,2034.0,341.0,768.0,316.0,4.2411,25.89
32.0,1408.0,307.0,1331.0,284.0,3.7014,17.96
4.0,80.0,10.0,55.0,13.0,7.7197,19.38
52.0,954.0,233.0,533.0,239.0,1.3021,10.0
34.0,3677.0,573.0,1598.0,568.0,6.837999999999999,37.8
19.0,1596.0,295.0,1201.0,282.0,3.8846,10.09
15.0,1575.0,262.0,716.0,259.0,5.3409,24.46
18.0,4518.0,827.0,2230.0,715.0,3.9309,17.85
18.0,681.0,120.0,272.0,105.0,2.8906,14.06
16.0,2655.0,487.0,1862.0,448.0,6.057,24.68
17.0,8562.0,1351.0,3822.0,1316.0,6.0829,25.26
24.0,1543.0,257.0,824.0,271.0,6.4385,27.26
19.0,3913.0,460.0,1646.0,454.0,7.2147,30.39
31.0,2862.0,606.0,2467.0,600.0,2.3125,6.21
33.0,2581.0,623.0,1598.0,628.0,3.5199,26.14
36.0,1727.0,340.0,952.0,337.0,4.7917,31.6
21.0,2010.0,360.0,947.0,306.0,2.4107,7.01
15.0,3712.0,1005.0,1888.0,890.0,3.6875,20.96
36.0,2218.0,561.0,1789.0,527.0,3.1613,18.23
47.0,793.0,163.0,334.0,151.0,5.8509,31.78
8.0,3746.0,767.0,2161.0,744.0,3.2039,10.34
34.0,2510.0,535.0,1516.0,542.0,3.8068,26.7
23.0,3497.0,887.0,2467.0,816.0,1.9444,9.34
38.0,1566.0,318.0,981.0,318.0,4.0234,11.19
43.0,1005.0,199.0,723.0,191.0,4.3424,16.25
24.0,4410.0,939.0,2362.0,862.0,2.9406,7.3
35.0,1853.0,375.0,878.0,338.0,4.9044,33.53
38.0,1865.0,384.0,1052.0,354.0,1.7891,6.05
52.0,1225.0,332.0,955.0,321.0,1.6011,10.63
16.0,2102.0,350.0,1003.0,328.0,4.7981,17.08
28.0,4612.0,608.0,1686.0,567.0,10.0346,50.0001
28.0,238.0,58.0,142.0,31.0,0.4999,50.0001
36.0,690.0,105.0,299.0,109.0,4.0313,19.55
5.0,1113.0,186.0,631.0,168.0,4.1719,14.66
30.0,146.0,41.0,164.0,40.0,2.3,20.63
