housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
18.0,5928.0,1097.0,2697.0,1096.0,3.4872,14.14
24.0,1341.0,214.0,667.0,184.0,4.0,9.45
18.0,1511.0,315.0,1062.0,304.0,2.3438,8.94
21.0,2405.0,476.0,1197.0,412.0,2.6488,8.31
44.0,1308.0,267.0,783.0,237.0,4.7361,16.77
16.0,2716.0,546.0,898.0,500.0,2.2536,20.12
38.0,2415.0,642.0,3242.0,599.0,3.425,16.56
26.0,2146.0,298.0,852.0,296.0,6.6137,34.27
52.0,1148.0,214.0,481.0,215.0,5.454,24.09
28.0,1471.0,259.0,673.0,246.0,3.25,8.16
16.0,2037.0,464.0,1267.0,451.0,2.4556,9.71
52.0,2618.0,472.0,943.0,440.0,3.7895,25.4
30.0,6117.0,1330.0,2768.0,1224.0,2.1383,7.88
52.0,2635.0,587.0,1302.0,577.0,3.7292,41.67
30.0,1669.0,314.0,837.0,325.0,3.3869,8.04
25.0,875.0,156.0,646.0,166.0,3.0,7.28
33.0,1829.0,512.0,1345.0,500.0,3.1629,19.89
42.0,1276.0,260.0,799.0,259.0,2.7273,12.86
14.0,7876.0,1253.0,3699.0,1162.0,5.5423,24.87
52.0,831.0,175.0,415.0,159.0,1.9464,24.9
42.0,700.0,212.0,662.0,210.0,3.0078,19.17
43.0,2160.0,504.0,1221.0,452.0,2.4821,14.06
34.0,3113.0,409.0,1139.0,418.0,10.2289,50.0001
40.0,2277.0,498.0,1391.0,453.0,1.9472,7.32
14.0,4841.0,1130.0,813.0,517.0,3.7614,13.75
37.0,932.0,171.0,578.0,175.0,4.375,17.76
34.0,2832.0,883.0,1594.0,843.0,1.7558,31.25
36.0,2107.0,287.0,740.0,280.0,10.3416,50.0001
39.0,322.0,82.0,319.0,90.0,2.6364,14.88
15.0,2214.0,410.0,1152.0,350.0,2.9187,9.34
4.0,3289.0,728.0,1345.0,632.0,4.6863,18.44
16.0,4595.0,1341.0,2849.0,1197.0,2.478,18.56
33.0,3071.0,466.0,1348.0,513.0,6.1768,22.89
46.0,1718.0,344.0,756.0,343.0,3.2125,24.7
27.0,1446.0,329.0,594.0,255.0,1.165,5.33
35.0,1734.0,493.0,2053.0,508.0,2.1442,14.92
25.0,2450.0,618.0,1054.0,578.0,3.6375,26.25
23.0,3114.0,610.0,2045.0,577.0,3.75,21.19
26.0,2723.0,604.0,1847.0,498.0,2.6779,13.6
40.0,408.0,102.0,302.0,81.0,1.8333,6.98
34.0,1966.0,319.0,980.0,297.0,7.7307,42.9
47.0,1551.0,362.0,1329.0,322.0,1.9792,11.64
43.0,2149.0,493.0,1316.0,462.0,1.528,13.18
26.0,3699.0,671.0,2388.0,699.0,4.0515,12.19
23.0,608.0,143.0,281.0,108.0,2.9306,7.0
27.0,1004.0,192.0,470.0,192.0,2.8942,11.67
6.0,7880.0,1533.0,3760.0,1460.0,4.1807,18.26
27.0,852.0,176.0,464.0,148.0,1.7125,5.82
17.0,5039.0,833.0,1678.0,710.0,6.2323,33.91
52.0,1625.0,419.0,614.0,383.0,2.0549,15.67
14.0,3120.0,595.0,1569.0,556.0,3.5385,15.74
33.0,1239.0,262.0,539.0,246.0,3.5208,19.58
37.0,3009.0,733.0,1513.0,588.0,1.4387,6.1
11.0,1613.0,335.0,1617.0,342.0,3.1375,14.62
20.0,2271.0,602.0,992.0,520.0,2.2599,15.76
44.0,1686.0,285.0,712.0,298.0,4.0268,29.86
30.0,2193.0,965.0,2197.0,836.0,1.8277,13.75
19.0,2693.0,789.0,1765.0,724.0,2.4206,13.75
16.0,2722.0,511.0,1366.0,495.0,2.8447,8.77
18.0,3844.0,969.0,1832.0,845.0,1.125,8.18
15.0,6928.0,1529.0,2568.0,1075.0,2.5405,6.96
23.0,1333.0,393.0,1369.0,381.0,2.5947,23.26
24.0,5372.0,1051.0,3002.0,992.0,3.0652,13.11
36.0,1236.0,229.0,880.0,247.0,5.791,23.94
25.0,1142.0,162.0,486.0,150.0,7.1472,27.01
52.0,2066.0,319.0,981.0,297.0,5.8632,45.0
52.0,2677.0,642.0,1144.0,624.0,4.3889,37.8
36.0,1191.0,345.0,1193.0,295.0,2.5185,13.88
36.0,4760.0,610.0,1511.0,572.0,9.0064,50.0001
26.0,2056.0,413.0,933.0,367.0,2.7051,19.38
22.0,1127.0,287.0,697.0,241.0,3.3971,22.03
35.0,2426.0,529.0,2010.0,514.0,2.9922,16.35
17.0,2116.0,425.0,909.0,319.0,2.7188,11.31
17.0,1475.0,403.0,943.0,363.0,2.1287,5.53
29.0,2940.0,708.0,2175.0,684.0,3.6486,22.9
15.0,3154.0,488.0,1656.0,429.0,5.0461,22.24
33.0,1806.0,444.0,1161.0,393.0,2.5927,16.15
15.0,1852.0,316.0,906.0,298.0,5.3526,12.98
37.0,1987.0,399.0,1279.0,378.0,4.1172,17.65
35.0,1583.0,340.0,933.0,318.0,2.4063,7.07
31.0,2914.0,715.0,3547.0,645.0,3.7143,17.86
18.0,4393.0,642.0,2095.0,677.0,5.4786,22.35
32.0,1205.0,340.0,1799.0,370.0,2.375,12.8
34.0,2105.0,444.0,780.0,406.0,2.3187,48.89
16.0,3936.0,788.0,1910.0,769.0,4.7049,11.25
31.0,2431.0,512.0,1026.0,427.0,2.5428,8.5
50.0,1829.0,536.0,1129.0,516.0,2.6684,18.56
15.0,4363.0,690.0,2410.0,666.0,5.4824,17.97
21.0,5541.0,776.0,2214.0,737.0,5.5777,27.93
36.0,1372.0,295.0,774.0,306.0,3.6618,18.73
36.0,2723.0,547.0,1090.0,519.0,6.3267,50.0001
15.0,3583.0,644.0,2183.0,643.0,3.428,14.07
45.0,2929.0,755.0,1635.0,652.0,2.9375,27.3
52.0,4325.0,823.0,1927.0,795.0,3.9485,41.91
15.0,2576.0,418.0,1657.0,410.0,5.5218,25.44
28.0,2332.0,395.0,1041.0,344.0,3.7125,11.68
22.0,9167.0,1373.0,4319.0,1404.0,6.992000000000001,28.48
16.0,3185.0,886.0,1550.0,802.0,2.5199,14.9
43.0,557.0,165.0,573.0,144.0,1.7212,5.9
30.0,2555.0,510.0,1347.0,467.0,3.3693,7.18
52.0,935.0,224.0,315.0,207.0,1.8287,14.69
35.0,1755.0,299.0,702.0,263.0,5.2443,18.34
24.0,4210.0,920.0,1283.0,829.0,2.0881,8.33
6.0,4598.0,834.0,2561.0,812.0,3.4186,12.73
32.0,265.0,51.0,170.0,50.0,3.9375,18.75
52.0,1837.0,426.0,1062.0,343.0,2.0,9.65
30.0,3308.0,662.0,1894.0,648.0,2.197,7.45
8.0,3079.0,558.0,1572.0,474.0,4.5938,10.26
35.0,1845.0,325.0,1343.0,317.0,5.3912,23.53
40.0,1609.0,258.0,624.0,242.0,5.4689,15.82
20.0,3425.0,448.0,1489.0,443.0,6.2552,29.64
15.0,5799.0,842.0,2314.0,787.0,6.3433,35.05
33.0,1595.0,292.0,991.0,300.0,4.6937,13.41
52.0,1079.0,222.0,439.0,201.0,4.625,23.08
30.0,3171.0,862.0,2126.0,800.0,2.5069999999999997,14.27
16.0,3648.0,1035.0,1687.0,581.0,1.9167,7.04
52.0,3161.0,472.0,842.0,410.0,7.9761,50.0001
25.0,1789.0,536.0,1134.0,396.0,2.32,9.13
27.0,2072.0,534.0,1118.0,510.0,2.8043,26.21
22.0,1388.0,336.0,930.0,287.0,2.7981,27.5
35.0,2987.0,391.0,1244.0,387.0,7.1322,50.0001
31.0,3518.0,608.0,1386.0,572.0,3.6212,15.14
35.0,2572.0,504.0,1172.0,519.0,4.6207,30.41
36.0,1977.0,423.0,812.0,387.0,3.625,19.8
27.0,173.0,35.0,117.0,34.0,2.0833,4.5
36.0,1814.0,350.0,886.0,347.0,3.4868,20.84
36.0,1530.0,341.0,703.0,317.0,3.5819,23.19
37.0,3642.0,684.0,1508.0,657.0,3.5231,11.43
18.0,4172.0,806.0,3226.0,790.0,5.7535,29.79
24.0,1421.0,291.0,588.0,274.0,2.325,15.73
50.0,2989.0,832.0,1345.0,775.0,3.2426,44.29
41.0,1257.0,271.0,828.0,230.0,2.5043,9.23
16.0,4312.0,574.0,1902.0,574.0,8.4438,39.0
22.0,2512.0,426.0,919.0,341.0,5.7589999999999995,42.5
32.0,726.0,204.0,538.0,203.0,4.505,23.04
21.0,1059.0,150.0,400.0,154.0,6.8586,34.31
35.0,2067.0,428.0,724.0,377.0,5.8371,50.0001
39.0,1419.0,262.0,661.0,278.0,3.0,11.46
17.0,1527.0,267.0,775.0,260.0,5.9658,27.8
17.0,3769.0,908.0,1160.0,453.0,3.05,18.89
45.0,370.0,84.0,167.0,70.0,1.4853,10.18
27.0,909.0,236.0,396.0,157.0,2.0786,9.75
33.0,4674.0,791.0,2769.0,784.0,4.1448,13.73
14.0,3490.0,592.0,1710.0,580.0,5.9171,33.33
37.0,407.0,67.0,100.0,47.0,15.0001,50.0001
42.0,1822.0,636.0,1372.0,560.0,1.2542,7.6
24.0,4735.0,955.0,2600.0,868.0,5.0764,22.86
27.0,1945.0,446.0,859.0,418.0,1.5203,12.62
52.0,1548.0,348.0,1131.0,343.0,2.63,12.73
19.0,7023.0,1538.0,3993.0,1412.0,5.0532,21.82
19.0,1337.0,236.0,744.0,225.0,4.0924,24.42
19.0,2005.0,405.0,972.0,403.0,2.2216,15.67
20.0,1248.0,231.0,722.0,225.0,4.625,22.18
17.0,4617.0,982.0,2303.0,923.0,3.9224,23.06
33.0,2064.0,299.0,813.0,303.0,6.0374,50.0001
13.0,2996.0,495.0,1187.0,464.0,6.2456,16.17
32.0,3851.0,900.0,1456.0,836.0,4.5208,44.21
41.0,535.0,123.0,317.0,119.0,2.4038,10.75
14.0,1672.0,295.0,704.0,293.0,5.1129,25.13
45.0,629.0,143.0,568.0,139.0,1.7321,8.44
27.0,508.0,93.0,263.0,81.0,3.1136,18.33
52.0,2800.0,411.0,1061.0,403.0,6.3434,37.36
15.0,3660.0,622.0,2629.0,612.0,4.0444,15.01
40.0,1975.0,389.0,1116.0,378.0,4.2898,25.16
5.0,3178.0,631.0,1467.0,581.0,5.2541,23.71
13.0,1203.0,292.0,1035.0,293.0,2.6339,11.7
23.0,4066.0,819.0,2105.0,737.0,4.6556,19.96
38.0,2664.0,626.0,1627.0,604.0,3.7527,16.19
17.0,2486.0,417.0,876.0,361.0,6.1007,34.09
16.0,4201.0,786.0,1667.0,724.0,4.8839,13.41
42.0,1207.0,278.0,699.0,279.0,3.3611,11.76
39.0,2492.0,310.0,808.0,315.0,11.8603,50.0001
37.0,350.0,115.0,342.0,111.0,3.0687,20.0
38.0,2981.0,432.0,1063.0,437.0,6.5254,36.5
34.0,3978.0,1073.0,2725.0,1035.0,1.7622,16.79
52.0,1659.0,191.0,519.0,201.0,14.4219,50.0001
38.0,1527.0,332.0,1303.0,340.0,3.5714,15.2
47.0,1314.0,416.0,1155.0,326.0,1.3719999999999999,4.96
43.0,2561.0,544.0,1063.0,537.0,3.835,41.86
21.0,8069.0,2174.0,4369.0,2036.0,3.2756,15.68
32.0,1855.0,527.0,2568.0,504.0,2.5509,17.08
46.0,1901.0,295.0,833.0,352.0,5.5196,21.08
46.0,3015.0,795.0,2300.0,725.0,2.0706,26.85
16.0,2777.0,503.0,1432.0,500.0,2.5592,7.59
33.0,2147.0,505.0,1371.0,498.0,2.4219,26.07
13.0,4864.0,729.0,2780.0,723.0,5.6168,17.54
16.0,3216.0,464.0,1504.0,453.0,5.25,16.17
28.0,1194.0,272.0,494.0,203.0,2.3281,8.58
35.0,2472.0,398.0,1171.0,390.0,5.5797,19.81
23.0,2535.0,490.0,1327.0,466.0,3.5977,18.06
48.0,2009.0,335.0,919.0,297.0,4.8125,17.05
44.0,1918.0,387.0,1041.0,364.0,2.8542,12.65
22.0,1105.0,241.0,971.0,249.0,3.1667,11.39
15.0,5778.0,1285.0,1722.0,829.0,4.3427,30.58
19.0,4043.0,764.0,2196.0,708.0,6.1504,26.84
12.0,4077.0,590.0,1618.0,540.0,5.2951,38.62
4.0,2152.0,580.0,1083.0,441.0,3.1458,11.88
13.0,5126.0,711.0,2429.0,718.0,9.5268,43.79
17.0,6100.0,861.0,2771.0,866.0,7.6486,30.67
17.0,1981.0,371.0,773.0,325.0,3.1563,27.7
18.0,2968.0,656.0,1149.0,581.0,2.6452,15.42
22.0,4331.0,637.0,1952.0,654.0,5.4834,23.2
16.0,1307.0,359.0,961.0,327.0,1.1853,7.26
26.0,3827.0,814.0,3367.0,810.0,3.15,12.97
31.0,571.0,153.0,841.0,158.0,2.6154,8.92
32.0,3179.0,662.0,1878.0,661.0,3.1375,10.12
17.0,4576.0,814.0,1941.0,807.0,5.9572,44.38
27.0,4051.0,753.0,1499.0,797.0,4.8711,28.66
26.0,3920.0,570.0,1862.0,552.0,3.7286,13.2
43.0,2383.0,607.0,962.0,587.0,2.2578,26.36
14.0,4085.0,751.0,2129.0,688.0,4.7367,21.45
36.0,1825.0,411.0,1226.0,391.0,1.5292,5.57
39.0,2693.0,478.0,1219.0,435.0,5.17,33.54
4.0,2498.0,775.0,1213.0,631.0,3.7844,18.39
28.0,2793.0,706.0,1825.0,676.0,2.6724,14.45
52.0,2545.0,401.0,1004.0,372.0,3.6373,42.0
52.0,1506.0,208.0,547.0,186.0,7.8705,50.0001
25.0,1231.0,240.0,658.0,211.0,2.4861,7.19
17.0,4197.0,802.0,1656.0,732.0,3.5260000000000002,18.39
26.0,3194.0,454.0,1032.0,406.0,10.156,50.0001
44.0,1138.0,228.0,497.0,228.0,4.1852,30.33
28.0,3397.0,597.0,1397.0,560.0,4.8125,24.46
12.0,10509.0,2186.0,5633.0,2138.0,2.9605,20.43
27.0,2311.0,632.0,2936.0,609.0,2.5651,17.14
39.0,915.0,199.0,580.0,175.0,1.8894,11.25
16.0,2276.0,594.0,1184.0,513.0,1.875,9.38
35.0,1474.0,291.0,709.0,294.0,2.6522,6.59
40.0,1054.0,251.0,1056.0,276.0,2.3,14.67
6.0,3157.0,721.0,1695.0,710.0,3.7609,22.23
25.0,2142.0,718.0,1390.0,699.0,3.0069,32.5
4.0,18.0,3.0,8.0,6.0,1.625,27.5
28.0,2914.0,489.0,1500.0,499.0,4.9429,25.48
14.0,5104.0,1026.0,3513.0,972.0,3.2148,11.7
12.0,3236.0,502.0,1610.0,502.0,4.7568,14.35
28.0,5015.0,1240.0,3900.0,1029.0,1.2269,18.19
29.0,732.0,288.0,691.0,278.0,2.1866,25.0
52.0,1369.0,249.0,490.0,248.0,4.1212,28.75
27.0,966.0,251.0,462.0,230.0,1.7,35.0
52.0,1467.0,190.0,496.0,177.0,7.2574,35.21
43.0,1700.0,380.0,930.0,349.0,3.675,21.31
10.0,3486.0,695.0,298.0,124.0,3.3542,10.38
35.0,3701.0,528.0,1511.0,517.0,7.2315,36.71
13.0,7804.0,1594.0,3297.0,1469.0,2.0549,9.56
4.0,23915.0,4135.0,10877.0,3958.0,4.6357,24.49
32.0,1373.0,312.0,872.0,306.0,2.5,7.26
32.0,2349.0,452.0,1479.0,425.0,3.9118,11.41
17.0,2277.0,428.0,1887.0,422.0,5.7078,21.7
28.0,1491.0,408.0,98.0,48.0,1.4205,9.0
17.0,1124.0,187.0,553.0,205.0,5.7451,23.73
30.0,3227.0,733.0,1260.0,684.0,4.125,25.71
18.0,1222.0,250.0,708.0,281.0,2.0288,11.67
14.0,3700.0,945.0,1681.0,905.0,3.9054,20.0
52.0,2803.0,930.0,1372.0,876.0,2.1907,27.14
14.0,3396.0,477.0,1542.0,472.0,7.3982,36.91
11.0,3628.0,469.0,1488.0,463.0,7.0844,32.5
25.0,1758.0,357.0,689.0,278.0,2.675,10.42
13.0,4496.0,756.0,2044.0,695.0,3.2778,14.88
38.0,1010.0,315.0,1157.0,301.0,1.6341,16.18
34.0,2158.0,366.0,1046.0,335.0,4.5402,18.21
19.0,3013.0,507.0,1356.0,484.0,5.1163,23.32
20.0,4084.0,1062.0,1637.0,987.0,3.2388,25.63
31.0,2779.0,639.0,2259.0,670.0,3.4032,14.34
17.0,2648.0,589.0,1193.0,540.0,2.4461,15.17
28.0,1650.0,210.0,557.0,211.0,7.6632,20.48
44.0,1167.0,237.0,733.0,237.0,4.2083,16.83
35.0,2118.0,374.0,1108.0,360.0,3.4327,10.03
10.0,1897.0,354.0,1353.0,357.0,3.7679,13.13
4.0,15654.0,2394.0,7025.0,2168.0,5.8171,22.52
52.0,4408.0,807.0,1604.0,777.0,3.8914,18.16
16.0,3730.0,827.0,1346.0,592.0,2.1830000000000003,11.35
22.0,1055.0,204.0,682.0,216.0,6.0,19.13
25.0,1134.0,153.0,340.0,171.0,6.5095,37.12
11.0,1317.0,234.0,655.0,243.0,4.3611,32.97
39.0,308.0,38.0,59.0,21.0,11.7794,50.0001
52.0,1380.0,322.0,553.0,288.0,4.0417,50.0001
17.0,1957.0,261.0,863.0,269.0,7.3339,29.42
48.0,2464.0,459.0,1179.0,458.0,4.4946,35.86
41.0,2127.0,358.0,911.0,349.0,3.1711,10.42
52.0,1354.0,314.0,679.0,311.0,1.7788,9.74
16.0,2173.0,399.0,1460.0,393.0,4.2614,16.96
42.0,2386.0,670.0,2327.0,661.0,1.6699,10.8
29.0,2430.0,448.0,1087.0,394.0,3.0864,17.79
52.0,1380.0,272.0,847.0,284.0,3.7143,26.0
13.0,2300.0,513.0,1151.0,488.0,2.1571,8.15
24.0,2863.0,734.0,1583.0,682.0,3.1981,21.53
25.0,5016.0,963.0,2133.0,928.0,3.625,8.95
21.0,1802.0,556.0,1286.0,557.0,2.7284,14.69
38.0,898.0,259.0,106.0,52.0,1.6875,22.5
52.0,3248.0,853.0,1819.0,815.0,3.1739,22.29
18.0,2509.0,688.0,3129.0,677.0,2.6098,14.61
6.0,1772.0,332.0,1011.0,331.0,3.7045,12.81
49.0,1368.0,282.0,790.0,269.0,1.7056,9.14
19.0,6473.0,1212.0,3559.0,1123.0,3.2246,12.93
14.0,3263.0,651.0,1910.0,594.0,2.8603,12.89
29.0,1244.0,266.0,933.0,227.0,1.6981,4.94
29.0,1617.0,235.0,758.0,246.0,7.7932,46.99
36.0,2602.0,638.0,2780.0,620.0,2.7155,14.98
16.0,2127.0,412.0,1104.0,369.0,3.0469,7.22
31.0,1537.0,416.0,1239.0,397.0,1.9722,9.92
22.0,1438.0,364.0,1325.0,335.0,2.7802,16.25
30.0,3742.0,633.0,1721.0,631.0,6.1388,30.24
15.0,1497.0,243.0,730.0,242.0,4.9688,13.56
29.0,2176.0,468.0,1632.0,428.0,3.707,18.04
4.0,7474.0,1037.0,2969.0,1007.0,8.7591,43.47
18.0,3646.0,534.0,1651.0,535.0,5.7321,16.47
30.0,2943.0,697.0,1565.0,584.0,2.5313,4.58
24.0,2282.0,423.0,1167.0,398.0,3.8214,11.61
44.0,2023.0,325.0,992.0,326.0,4.6667,17.56
52.0,502.0,100.0,311.0,100.0,1.5481,20.0
52.0,1417.0,353.0,881.0,300.0,1.9531,16.25
16.0,1523.0,308.0,477.0,315.0,2.1696,7.5
32.0,1567.0,304.0,1482.0,308.0,3.5867,18.21
44.0,1413.0,298.0,1200.0,307.0,3.5125,16.93
13.0,4461.0,764.0,1795.0,640.0,4.475,20.69
32.0,4398.0,878.0,1799.0,792.0,4.7375,43.19
18.0,1631.0,228.0,599.0,228.0,7.8031,26.72
43.0,1561.0,354.0,862.0,332.0,1.8466,8.15
9.0,2356.0,469.0,1556.0,386.0,3.775,15.5
34.0,1575.0,183.0,511.0,180.0,13.1867,50.0001
14.0,3063.0,426.0,1570.0,419.0,6.2917,22.47
36.0,2213.0,386.0,950.0,370.0,4.7386,18.64
24.0,2020.0,307.0,855.0,283.0,5.0099,16.25
23.0,1450.0,642.0,1258.0,607.0,1.179,22.5
23.0,952.0,200.0,321.0,128.0,1.5208,8.9
27.0,3436.0,755.0,1568.0,709.0,2.4273,13.84
2.0,718.0,98.0,119.0,50.0,4.1,31.5
33.0,3017.0,494.0,1423.0,470.0,5.6163,24.84
16.0,1606.0,240.0,1117.0,268.0,6.0661,24.7
5.0,12045.0,2162.0,5640.0,1997.0,4.4375,35.3
28.0,1049.0,235.0,705.0,208.0,2.7321,15.0
38.0,2564.0,546.0,1301.0,481.0,2.0076,11.4
6.0,5496.0,1374.0,2502.0,1189.0,2.4827,17.75
18.0,2807.0,445.0,1315.0,437.0,4.8194,17.04
11.0,72.0,16.0,150.0,20.0,2.625,25.0
26.0,18.0,4.0,8.0,4.0,3.75,37.5
36.0,4003.0,647.0,1337.0,631.0,7.723,50.0001
18.0,408.0,82.0,253.0,75.0,2.0313,11.25
37.0,1149.0,280.0,1016.0,250.0,2.125,10.19
18.0,1115.0,193.0,1742.0,176.0,2.7969,12.38
34.0,2141.0,425.0,1559.0,429.0,4.2036,22.01
35.0,2707.0,481.0,1595.0,479.0,3.9018,9.15
29.0,1912.0,336.0,859.0,325.0,3.7,7.05
18.0,2367.0,402.0,1021.0,395.0,4.8125,21.05
16.0,1489.0,262.0,945.0,263.0,7.3861,26.7
38.0,2968.0,475.0,1176.0,454.0,5.0497,19.17
33.0,4449.0,636.0,1684.0,617.0,8.9571,39.97
8.0,9975.0,1743.0,6835.0,1439.0,2.7138,2.25
12.0,7923.0,1470.0,4861.0,1385.0,4.2985,13.92
33.0,278.0,91.0,375.0,81.0,2.025,5.0
44.0,2101.0,496.0,1038.0,500.0,3.108,21.79
52.0,1145.0,133.0,334.0,138.0,8.338,40.58
25.0,2475.0,476.0,910.0,387.0,3.3639,16.88
32.0,6365.0,1784.0,2767.0,1698.0,3.6451,38.33
4.0,17032.0,2546.0,7653.0,2359.0,5.5601,21.37
18.0,1775.0,525.0,950.0,522.0,3.5417,17.71
37.0,352.0,65.0,238.0,67.0,2.8542,27.5
11.0,9053.0,2193.0,7096.0,2038.0,3.5082,13.65
51.0,2564.0,457.0,810.0,442.0,5.6235,50.0001
18.0,2241.0,544.0,1521.0,509.0,2.0292,15.58
12.0,2272.0,304.0,840.0,305.0,8.9669,21.39
52.0,1835.0,330.0,777.0,317.0,3.7159,31.54
31.0,790.0,241.0,1095.0,222.0,2.25,7.5
3.0,7689.0,1545.0,3804.0,1399.0,3.3871,11.18
17.0,2124.0,1168.0,3915.0,1137.0,1.1346,13.75
15.0,4798.0,1374.0,3087.0,1212.0,2.127,16.33
40.0,812.0,154.0,374.0,142.0,2.7891,7.35
48.0,2074.0,297.0,700.0,279.0,8.7051,50.0001
12.0,2565.0,567.0,1785.0,545.0,3.0273,13.53
26.0,1446.0,296.0,884.0,295.0,4.3523,15.0
32.0,2421.0,671.0,1491.0,587.0,3.5644,24.23
30.0,2188.0,556.0,2727.0,525.0,2.7759,13.68
17.0,2727.0,462.0,1691.0,448.0,4.8371,16.06
41.0,1467.0,328.0,673.0,310.0,2.7917,9.07
10.0,7264.0,1137.0,2528.0,1057.0,10.2233,50.0001
48.0,1514.0,376.0,1353.0,344.0,2.1607,9.61
7.0,6322.0,1046.0,2957.0,1024.0,4.7276,19.75
14.0,2655.0,441.0,1277.0,422.0,4.6989,21.38
17.0,711.0,254.0,327.0,227.0,2.6493,6.75
24.0,1219.0,177.0,610.0,185.0,6.7978,32.5
26.0,2714.0,390.0,1232.0,409.0,5.9617,23.11
41.0,1463.0,267.0,601.0,267.0,5.3777,50.0001
8.0,63.0,9.0,25.0,7.0,7.7197,27.5
18.0,4518.0,827.0,2230.0,715.0,3.9309,17.85
23.0,3927.0,728.0,1984.0,707.0,4.8536,20.26
5.0,4222.0,712.0,2024.0,646.0,5.8703,50.0001
20.0,7326.0,1555.0,5718.0,1538.0,3.2073,12.35
40.0,1083.0,319.0,1843.0,349.0,2.3077,10.69
27.0,923.0,186.0,1014.0,204.0,3.825,15.95
15.0,715.0,214.0,1394.0,244.0,3.3846,16.25
13.0,2307.0,386.0,925.0,347.0,3.1326,11.98
33.0,1209.0,341.0,1097.0,283.0,1.6295,13.43
28.0,4430.0,928.0,2131.0,885.0,4.9384,37.81
17.0,449.0,151.0,141.0,53.0,0.8362,8.75
24.0,2404.0,819.0,1566.0,753.0,1.5076,14.58
38.0,1838.0,388.0,1203.0,373.0,1.6797,6.07
33.0,629.0,76.0,253.0,75.0,7.6286,33.04
33.0,2271.0,389.0,1100.0,380.0,3.5978,8.83
38.0,1701.0,317.0,872.0,304.0,3.7831,14.78
41.0,2577.0,365.0,913.0,339.0,6.3406,44.83
33.0,6778.0,1092.0,2540.0,1052.0,8.565,50.0001
50.0,2189.0,460.0,1097.0,469.0,2.4583,12.09
9.0,1739.0,358.0,820.0,323.0,4.0556,18.25
18.0,2505.0,376.0,1162.0,382.0,4.8359,19.57
23.0,2663.0,430.0,1499.0,403.0,5.7837,25.8
39.0,3615.0,632.0,1571.0,615.0,5.1149,31.42
40.0,1723.0,208.0,976.0,209.0,9.8892,50.0001
25.0,3196.0,406.0,978.0,419.0,8.4699,34.4
14.0,1933.0,347.0,1443.0,376.0,4.2121,12.81
19.0,9503.0,1769.0,6370.0,1718.0,5.0016,21.85
14.0,1088.0,209.0,601.0,193.0,3.8438,24.38
14.0,12713.0,2558.0,4741.0,2412.0,4.7094,23.47
34.0,2995.0,942.0,2626.0,947.0,2.2402,45.0
46.0,1453.0,306.0,817.0,310.0,3.0,24.67
25.0,7778.0,1493.0,4674.0,1451.0,5.4694,27.24
6.0,16590.0,2696.0,6223.0,2357.0,6.3088,34.03
35.0,1255.0,252.0,685.0,279.0,4.2,22.69
5.0,5764.0,996.0,3161.0,1012.0,4.4531,17.75
32.0,2630.0,559.0,1069.0,491.0,2.4659,20.9
40.0,1935.0,461.0,1616.0,433.0,2.875,12.02
15.0,2288.0,401.0,1238.0,429.0,3.0278,7.74
20.0,3977.0,540.0,1886.0,541.0,6.5843,27.22
24.0,2826.0,547.0,1738.0,546.0,6.0494,24.04
36.0,2000.0,343.0,956.0,352.0,5.3735,23.44
5.0,4873.0,639.0,1947.0,568.0,6.3223,22.32
16.0,2150.0,461.0,1428.0,407.0,2.4754,15.73
32.0,2366.0,505.0,1283.0,477.0,3.3516,19.0
42.0,2533.0,433.0,957.0,398.0,5.3468,27.99
6.0,1186.0,234.0,1135.0,218.0,2.1515,6.39
13.0,7910.0,1195.0,3382.0,1176.0,5.5563,21.45
32.0,1260.0,382.0,1434.0,342.0,2.0286,12.29
23.0,1569.0,414.0,1031.0,368.0,1.6267,12.92
39.0,1214.0,250.0,660.0,249.0,2.4559,7.5
23.0,1875.0,710.0,2555.0,657.0,2.0968,16.25
20.0,273.0,49.0,149.0,49.0,4.8229,15.83
34.0,1469.0,267.0,1031.0,267.0,3.4583,11.27
25.0,2324.0,326.0,1087.0,328.0,5.292999999999999,20.7
35.0,2819.0,529.0,1508.0,485.0,4.6118,19.17
13.0,1788.0,405.0,1652.0,411.0,2.6858,6.24
27.0,2089.0,303.0,654.0,270.0,12.3767,50.0001
27.0,836.0,132.0,303.0,133.0,3.875,12.74
24.0,1601.0,282.0,731.0,285.0,4.2026,25.98
19.0,2949.0,662.0,1425.0,548.0,2.9615,17.81
35.0,1022.0,183.0,628.0,187.0,3.9375,18.75
19.0,902.0,284.0,414.0,272.0,1.3333,31.0
2.0,200.0,20.0,25.0,9.0,15.0001,35.0
23.0,3967.0,766.0,1518.0,698.0,2.29,11.18
29.0,3457.0,699.0,1327.0,563.0,3.6597,25.23
31.0,1852.0,452.0,917.0,359.0,1.725,5.43
10.0,2577.0,347.0,1193.0,365.0,6.53,26.41
35.0,1814.0,367.0,1076.0,372.0,2.7179,8.11
18.0,6235.0,1233.0,4127.0,1162.0,3.0704,15.16
12.0,6442.0,1116.0,2966.0,1092.0,4.5791,12.34
27.0,2630.0,722.0,1414.0,634.0,2.8203,19.52
15.0,3080.0,617.0,1446.0,599.0,3.6696,19.44
26.0,1967.0,577.0,692.0,538.0,1.6111,5.43
